title,company,location,salary_avg,salary_min,salary_max,is_remote,seniority,category,skills,post_date,scraped_date
Enterprise Data Management Senior Analyst,First Horizon Bank,"Charlotte, Mecklenburg County",96802.19,96802.19,96802.19,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Phoenix, Maricopa County",91277.66,91277.66,91277.66,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Uptown, Marion County",117705.22,117705.22,117705.22,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Global Estimating Lead - Data Center Fit-Out,Oracle,"Talcott Village, Hartford County",182587.97,182587.97,182587.97,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Lansing, Ingham County",100848.79,100848.79,100848.79,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Technical Data Analyst, Staff",Intermountain Health,"Cammack Village, Pulaski County",145280.16,145280.16,145280.16,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Corporate Analytics Developer,RxBenefits,"Cammack Village, Pulaski County",126294.44,126294.44,126294.44,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Talcott Village, Hartford County",103686.64,103686.64,103686.64,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Central Monitoring, Manager",Parexel,"Cammack Village, Pulaski County",177585.56,177585.56,177585.56,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Data Analyst - TS/SCI required,General Dynamics Information Technology,"Colorado Springs, El Paso County",94397.23,94397.23,94397.23,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Five Points, Wake County",119150.28,119150.28,119150.28,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Global Estimating Lead - Data Center Fit-Out,Oracle,"Cammack Village, Pulaski County",253785.42,253785.42,253785.42,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Data Engineer, Product Analytics",Meta,"Phoenix, Maricopa County",125502.01,125502.01,125502.01,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Uptown, Marion County",130759.06,130759.06,130759.06,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Data Engineer,The Clorox Company,"Durham, Durham County",187966.7,187966.7,187966.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Security Data and Risk Analyst,Ivanti,"Albuquerque, Bernalillo County",138281.36,138281.36,138281.36,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Security Data and Risk Analyst,Ivanti,"Charlotte, Mecklenburg County",139323.38,139323.38,139323.38,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Phoenix, Maricopa County",101400.62,101400.62,101400.62,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Security Data and Risk Analyst,Ivanti,"South Jordan, Salt Lake County",152145.03,152145.03,152145.03,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Security Data and Risk Analyst,Ivanti,"Austin, Travis County",147455.45,147455.45,147455.45,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Corporate Analytics Developer,RxBenefits,"Archer, Laramie County",97296.42,97296.42,97296.42,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Technical Data Analyst, Staff",Intermountain Health,"Archer, Laramie County",111922.9,111922.9,111922.9,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Central Monitoring, Manager",Parexel,"Archer, Laramie County",136810.64,136810.64,136810.64,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Baton Rouge, East Baton Rouge Parish",93582.27,93582.27,93582.27,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Asbestos PLM Analyst - Sign-on Bonus Available, Eurofins Built Environment Testing - Folsom, CA",Eurofins,"Folsom, Sacramento County",71560.05,71560.05,71560.05,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Asbestos PLM Analyst - Eurofins Built Environment Testing - San Diego, CA",Eurofins,"San Diego, San Diego County",91494.94,91494.94,91494.94,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
PLM Analyst,Eurofins,"Houston, Harris County",62951.23,62951.23,62951.23,0,Mid-level,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Global Estimating Lead - Data Center Fit-Out,Oracle,"Archer, Laramie County",195514.47,195514.47,195514.47,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Archer, Laramie County",111027.02,111027.02,111027.02,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:34
"Data Engineer, Product Analytics",Meta,"Baton Rouge, East Baton Rouge Parish",128670.84,128670.84,128670.84,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Frankfort, Franklin County",115523.96,115523.96,115523.96,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Archer, Laramie County",123340.36,123340.36,123340.36,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
BI Analyst III,Datavant,"Baton Rouge, East Baton Rouge Parish",103960.91,103960.91,103960.91,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Data Engineer,The Clorox Company,"Alpharetta, Fulton County",214820.14,214820.14,214820.14,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:34
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Salem, Marion County",91719.55,91719.55,91719.55,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Junior Data Analyst,Arvato Bertelsmann,"Strathmoor Manor, Jefferson County",37828.72,37828.72,37828.72,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Topeka, Shawnee County",108659.14,108659.14,108659.14,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Data Engineer, Product Analytics",Meta,"Glendale, Denver",155331.19,155331.19,155331.19,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Salem, Marion County",101891.7,101891.7,101891.7,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Manager, Privacy Engineering",Meta,"Grand Central, Manhattan",162752.92,162752.92,162752.92,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Director, Biz Experience Data Science",Meta,"Grand Central, Manhattan",220827.61,220827.61,220827.61,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Glendale, Denver",125501.41,125501.41,125501.41,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Technical Data Analyst, Staff",Intermountain Health,"Ny State Campus, Albany County",108537.55,108537.55,108537.55,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Data Analyst,ADP,"Alpharetta, Fulton County",63959.16,63959.16,63959.16,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Data Engineer, Product Analytics",Meta,"Ny State Campus, Albany County",148039.06,148039.06,148039.06,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Principal Data Governance/Analyst,ADP,"Alpharetta, Fulton County",137614.88,137614.88,137614.88,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Data Engineer, Product Analytics",Meta,"Talcott Village, Hartford County",142563.83,142563.83,142563.83,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Cammack Village, Pulaski County",144117.28,144117.28,144117.28,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Lansing, Ingham County",112033.11,112033.11,112033.11,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Talcott Village, Hartford County",115185.9,115185.9,115185.9,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Cost of Care/Provider Contracting Data Analyst Senior,Elevance Health,"Atlanta, Fulton County",110889.88,110889.88,110889.88,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Data Engineer, Product Analytics",Meta,"Cammack Village, Pulaski County",198154.1,198154.1,198154.1,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Business Information Consultant- Health System Reimbursement,Elevance Health,"Atlanta, Fulton County",117692.42,117692.42,117692.42,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Business Information Consultant - Provider Economics,Elevance Health,"Richmond County, Virginia",128825.54,128825.54,128825.54,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Cammack Village, Pulaski County",160100.61,160100.61,160100.61,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Corporate Analytics Developer,RxBenefits,"Grand Central, Manhattan",118902.15,118902.15,118902.15,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Data Governance Analyst,"D. Kent Consulting Group, LLC","West Springfield, Fairfax County",90000.0,90000.0,90000.0,0,Senior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Data Analyst,ADP,"Glendale, Denver",64497.63,64497.63,64497.63,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Data Analyst (CFO Data Management - Counterparty),Bank of America,"Charlotte, Mecklenburg County",81274.75,81274.75,81274.75,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Sr. Consultant, Data Analyst & Commercial Productivity",Cardinal Health,"Dublin, Franklin County",80301.13,80301.13,80301.13,0,Senior,Sales Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Data Analyst,Cardinal Health,"Dublin, Franklin County",109196.1,109196.1,109196.1,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
SAP Software Engineer,Cardinal Health,"Dublin, Franklin County",131683.11,131683.11,131683.11,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Data Analyst,Bering Straits Native Corporation,"Coronado, San Diego County",97636.06,97636.06,97636.06,0,Mid-level,"Energy, Oil & Gas Jobs",['r'],2025-12-20,2025-12-22 00:08:38
Business Intelligence / Data Analyst,Bering Straits Native Corporation,"Suitland, Prince George's County",96540.18,96540.18,96540.18,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Vibration Analyst,Bechtel Plant Machinery,"Monroeville, Allegheny County",98639.45,98639.45,98639.45,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Analyst, Statistical Programming III",US Tech Solutions,"Edgewood, Richland County",62996.15,62996.15,62996.15,0,Senior,IT Jobs,"['sql', 'python', 'r']",2025-12-20,2025-12-22 00:08:38
"Technical Data Analyst, Staff",Intermountain Health,"Edgewood, Richland County",96217.01,96217.01,96217.01,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Corporate Analytics Developer,RxBenefits,"Saint Andrews, Charleston County",110541.66,110541.66,110541.66,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Central Monitoring, Manager",Parexel,"Edgewood, Richland County",117612.53,117612.53,117612.53,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Global Estimating Lead - Data Center Fit-Out,Oracle,"Edgewood, Richland County",168078.2,168078.2,168078.2,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Technical Data Analyst, Staff",Intermountain Health,"Des Moines, Polk County",93859.96,93859.96,93859.96,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Corporate Analytics Developer,RxBenefits,"Des Moines, Polk County",81593.94,81593.94,81593.94,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Edgewood, Richland County",95447.03,95447.03,95447.03,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Central Monitoring, Manager",Parexel,"Des Moines, Polk County",114731.03,114731.03,114731.03,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Global Estimating Lead - Data Center Fit-Out,Oracle,"Des Moines, Polk County",163960.6,163960.6,163960.6,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Edgewood, Richland County",106032.48,106032.48,106032.48,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Des Moines, Polk County",93108.67,93108.67,93108.67,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:38
BI Analyst III,Datavant,"Des Moines, Polk County",103434.79,103434.79,103434.79,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Administrative Assistant,FSA Federal,"Newark, Essex County",104230.44,104230.44,104230.44,0,Senior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Technical Data Analyst, Staff",Intermountain Health,"Augusta, Kennebec County",129835.31,129835.31,129835.31,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Corporate Analytics Developer,RxBenefits,"Wake Island, Honolulu",77746.41,77746.41,77746.41,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
Senior Corporate Analytics Developer,RxBenefits,"Portland, Cumberland County",88271.46,88271.46,88271.46,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Central Monitoring, Manager",Parexel,"Augusta, Kennebec County",158706.14,158706.14,158706.14,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Technical Data Analyst, Staff",Intermountain Health,"Helena, Lewis and Clark County",98658.73,98658.73,98658.73,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:38
"Central Monitoring, Manager",Parexel,"Wake Island, Honolulu",109321.03,109321.03,109321.03,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Corporate Analytics Developer,RxBenefits,"Lockwood, Yellowstone County",115153.94,115153.94,115153.94,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Central Monitoring, Manager",Parexel,"Helena, Lewis and Clark County",120597.11,120597.11,120597.11,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Global Estimating Lead - Data Center Fit-Out,Oracle,"Augusta, Kennebec County",226804.86,226804.86,226804.86,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Global Estimating Lead - Data Center Fit-Out,Oracle,"Wake Island, Honolulu",156229.25,156229.25,156229.25,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Wake Island, Honolulu",88718.16,88718.16,88718.16,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Augusta, Kennebec County",128796.05,128796.05,128796.05,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Global Estimating Lead - Data Center Fit-Out,Oracle,"Helena, Lewis and Clark County",172343.23,172343.23,172343.23,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Helena, Lewis and Clark County",97869.12,97869.12,97869.12,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Data Engineer, Product Analytics",Meta,"Wake Island, Honolulu",121982.95,121982.95,121982.95,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
BI Analyst III,Datavant,"Augusta, Kennebec County",143080.05,143080.05,143080.05,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
BI Analyst III,Datavant,"Wake Island, Honolulu",98557.36,98557.36,98557.36,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
BI Analyst III,Datavant,"Helena, Lewis and Clark County",108723.2,108723.2,108723.2,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Data Analyst,The Corporate,US,135200.0,114400.0,156000.0,0,Mid-level,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:41
Behavioral Insights Lead - Bitcoin,Block,US,111652.86,111652.86,111652.86,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
IT Data Analyst - Power BI,Uline,"Pleasant Prairie, Kenosha County",88601.57,88601.57,88601.57,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Semantic Data Engineer,Cambia Health Solutions,"Portland, Multnomah County",125000.0,115000.0,135000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Data Analyst Intern,Hub International Insurance,"Cincinnati, Hamilton County",44772.21,44772.21,44772.21,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Advanced Practice Nurse Practitioner- Madison, WI",Molina Healthcare,"East Long Beach, Los Angeles County",95264.52,95264.52,95264.52,0,Senior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Data Analyst - Commercial Analytics,Capital One,"Mc Lean, Fairfax County",106100.0,99100.0,113100.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Manager - Data Engineering,Penske,"Reading, Berks County",134635.02,134635.02,134635.02,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Associate Analytics Manager,undefined,"Chicago, Cook County",149065.75,149065.75,149065.75,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Quality Analyst (Healthcare),GD Information Technology,US,80000.0,68000.0,92000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Sr. Sales Compensation Analyst,GE HealthCare,US,114500.0,91600.0,137400.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Staff Engineer,Cloudera,US,220868.69,220868.69,220868.69,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Business Analyst, Enterprise Data Solutions",Campbell's,"Camden, Camden County",130750.0,107300.0,154200.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Technical Data Analyst, Staff",Intermountain Health,"Penbrook, Dauphin County",94095.41,94095.41,94095.41,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Analyst Master Data,Saint-Gobain,"Frazer, Chester County",77495.68,77495.68,77495.68,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Corporate Analytics Developer,RxBenefits,"William Penn Annex East, Philadelphia County",95679.16,95679.16,95679.16,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Central Monitoring, Manager",Parexel,"Penbrook, Dauphin County",115019.16,115019.16,115019.16,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Sr. Programmer Analyst,Trimac Transportation Inc.,"Pasadena, Harris County",81628.02,81628.02,81628.02,0,Senior,IT Jobs,"['sql', 'r']",2025-12-20,2025-12-22 00:08:41
Global Estimating Lead - Data Center Fit-Out,Oracle,"Penbrook, Dauphin County",164372.36,164372.36,164372.36,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Permitting Data Analyst - Mass Markets FP&A,Lumen,"Penbrook, Dauphin County",93342.41,93342.41,93342.41,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Staff Data Analyst, People Analytics",Aurora Innovation,"San Francisco, California",186000.0,143000.0,229000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Data Engineer, Product Analytics",Meta,"Penbrook, Dauphin County",128340.92,128340.92,128340.92,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
BI Analyst III,Datavant,"Penbrook, Dauphin County",103694.35,103694.35,103694.35,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Data Integration Analyst II (On-Site, IN)",Allied Solutions,"Carmel, Hamilton County",110809.96,110809.96,110809.96,0,Junior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:41
"Principal Associate, TRM Controls Review",Capital One,"Mc Lean, Fairfax County",125600.0,117300.0,133900.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
HR Data Analyst,Brinks Home,"Dallas, Texas",65802.16,65802.16,65802.16,0,Mid-level,HR & Recruitment Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Senior Tableau Consultant,TruSummit Solutions,"Pittsburgh, Allegheny County",117584.61,117584.61,117584.61,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Associate Director, Program Management",BlueLabs,US,132500.0,125000.0,140000.0,0,Junior,Consultancy Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Data Engineers,The University of Utah,"Salt Lake County, Utah",107626.38,107626.38,107626.38,0,Junior,IT Jobs,"['scala', 'sql', 'r']",2025-12-20,2025-12-22 00:08:41
Data Analyst,Stensul,"New York City, New York",125000.0,115000.0,135000.0,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Logistics Analyst - Secret Clearance Required,Hurricane Consulting Inc,"Huntsville, Madison County",162171.61,162171.61,162171.61,0,Junior,Logistics & Warehouse Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Data Engineer - III,247Hire DEMO,"San Francisco, California",213200.0,176800.0,249600.0,0,Senior,IT Jobs,"['scala', 'r']",2025-12-20,2025-12-22 00:08:41
Product Manager,HD Supply Management,US,136387.12,136387.12,136387.12,0,Manager,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Data Engineer, Senior",Booz Allen Hamilton,"Huntsville, Madison County",126750.0,77500.0,176000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Pricing Specialist (Wash DC),Consultative Search Group,"Washington, D.C., US",97750.0,88000.0,107500.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:41
"Central Monitoring, Manager",Parexel,US,147924.47,147924.47,147924.47,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:41
Pricing Specialist (Los Angeles),Consultative Search Group,"Los Angeles, Los Angeles County",97750.0,88000.0,107500.0,0,Junior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Sales Operations Lead,AlixPartners,US,97252.63,97252.63,97252.63,0,Senior,Sales Jobs,['r'],2025-12-20,2025-12-22 00:08:45
DHS ICE Data Analyst,Grey Street Consulting.,"Washington, Washington, D.C.",105945.05,105945.05,105945.05,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Administrative Assistant,FSA Federal,"Newark, Alameda County",95435.74,95435.74,95435.74,0,Senior,Admin Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Engineering Technologist - (SET121725.1),Cimarron,"Ogden, Weber County",43710.55,43710.55,43710.55,0,Junior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Sr. Analyst, Business Systems",T-Mobile,"Bellevue, King County",113450.0,80900.0,146000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Database Architect 3 (1574),Connect Tech Talent,"Austin, Travis County",100231.41,100231.41,100231.41,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Business Analyst,ProMach Careers,"Fort Worth, Tarrant County",62357.24,62357.24,62357.24,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
GME Clinical Research Coordinator,Desert Regional Medical Center,"Palm Springs, Riverside County",71836.84,71836.84,71836.84,0,Junior,Healthcare & Nursing Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Research Program Evaluation Specialist (Behavioral Epidemiology),Leidos,"San Diego, San Diego County",97637.5,69550.0,125725.0,0,Senior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Data Analyst II Healthcare Analytics,Centene Management Company,US,77050.0,55100.0,99000.0,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Data Governance Analyst,Delta Dental,"Alpharetta, Fulton County",94500.0,59000.0,130000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Shared Services Data Analyst,Hub International Insurance,"Berkeley Heights, Union County",95000.0,90000.0,100000.0,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
BI Analyst III,Datavant,"Tarrytown, Travis County",126989.62,126989.62,126989.62,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Digital Product Owner,Think Consulting,"Atlanta, Fulton County",105200.61,105200.61,105200.61,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Data Engineer,Rockstar Games,"Manhattan, New York City",141600.0,121400.0,161800.0,0,Senior,Engineering Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Technical Data Analyst, Staff",Intermountain Health,"Tallahassee, Leon County",96173.89,96173.89,96173.89,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Metadata Management - Tech Data Steward Analyst,Truist,"Capitol, Richmond",150958.88,150958.88,150958.88,0,Mid-level,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Salesforce Application Developer,Steampunk,"Tysons Corner, Fairfax County",135646.2,135646.2,135646.2,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Financial Analyst,Walgreens,"Bannockburn, Lake County",103911.05,103911.05,103911.05,0,Senior,Accounting & Finance Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Senior Corporate Analytics Developer,RxBenefits,"Jacksonville, Duval County",86876.67,86876.67,86876.67,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Central Monitoring, Manager",Parexel,"Tallahassee, Leon County",117559.83,117559.83,117559.83,0,Junior,Scientific & QA Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Momentum Functional Solution/Data Estate/BI/ Business Analysts/Testers,CACI International,US,115708.98,115708.98,115708.98,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
Databricks SME,CACI International,"Ashburn, Loudoun County",282285.28,282285.28,282285.28,0,Junior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
"Technical Data Analyst, Staff",Intermountain Health,"Capitol, Richmond",96025.79,96025.79,96025.79,0,Senior,IT Jobs,['r'],2025-12-20,2025-12-22 00:08:45
