title,company_standardized,location_standardized,source,seniority_level,job_type,work_arrangement,salary_min_parsed,salary_max_parsed,salary_midpoint,salary_range,is_remote,has_salary,post_date_str,description_length,title_word_count,required_skills,url,scraped_at_str,source_id,company,location,description,post_date,scraped_at,salary,salary_min,salary_max,contract_type,category,job_hash
"Creative Senior Copywriter, CRM",Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Senior,Full-time,On-site,125042.41,125042.41,125042.41,"$125,042-$125,042",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550496473?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496473,Deloitte,"William Penn Annex East, Philadelphia County","Creative Senior Copywriter, CRM Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data…",2025-12-20,2025-12-21T23:43:32.058639,"$125,042 - $125,042",125042.41,125042.41,Full-time,"PR, Advertising & Marketing Jobs",f313b8103f48c8531f680d5b5bb11d52
Insights and Analytics Consultant,Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Mid-level,Full-time,On-site,133248.06,133248.06,133248.06,"$133,248-$133,248",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550496466?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496466,Deloitte,"William Penn Annex East, Philadelphia County","Insights and Analytics Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, da…",2025-12-20,2025-12-21T23:43:32.058639,"$133,248 - $133,248",133248.06,133248.06,Full-time,"PR, Advertising & Marketing Jobs",20812fa9816450510ac3ea15ee5c7e7e
AI Datacenter & Infrastructure Senior Consultant/Specialist Senior,Deloitte,"Pittsburgh, Allegheny County",adzuna,Senior,Full-time,On-site,214729.4,214729.4,214729.4,"$214,729-$214,729",False,True,2025-12-20,500,7,r,https://www.adzuna.com/details/5550496463?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496463,Deloitte,"Pittsburgh, Allegheny County","AI Datacenter & Infrastructure Senior Consultant/Specialist Senior-AI & Engineering Join our AI & Engineering team by transforming technology platforms, driving innovation, and helping make a significant impact on our clients' success. You'll collaborate with talented professionals, reimagining and re-engineering operations and processes that are critical to business. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through inno…",2025-12-20,2025-12-21T23:43:32.058639,"$214,729 - $214,729",214729.4,214729.4,Full-time,IT Jobs,86447c8e578684d2b95669afc6be5b8f
AI Datacenter & Infrastructure Senior Consultant/Specialist Senior,Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Senior,Full-time,On-site,214872.8,214872.8,214872.8,"$214,873-$214,873",False,True,2025-12-20,500,7,r,https://www.adzuna.com/details/5550496462?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496462,Deloitte,"William Penn Annex East, Philadelphia County","AI Datacenter & Infrastructure Senior Consultant/Specialist Senior-AI & Engineering Join our AI & Engineering team by transforming technology platforms, driving innovation, and helping make a significant impact on our clients' success. You'll collaborate with talented professionals, reimagining and re-engineering operations and processes that are critical to business. Your contributions can help clients improve financial performance, accelerate new digital ventures, and fuel growth through inno…",2025-12-20,2025-12-21T23:43:32.058639,"$214,873 - $214,873",214872.8,214872.8,Full-time,IT Jobs,fb2d37a14c1de41a790ea9e23613dcfe
Insights and Analytics Consultant,Deloitte,"Pittsburgh, Allegheny County",adzuna,Mid-level,Full-time,On-site,133159.0,133159.0,133159.0,"$133,159-$133,159",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550496464?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496464,Deloitte,"Pittsburgh, Allegheny County","Insights and Analytics Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, da…",2025-12-20,2025-12-21T23:43:32.058639,"$133,159 - $133,159",133159.0,133159.0,Full-time,"PR, Advertising & Marketing Jobs",c00b4d266912f0fdb699599fb87b6bc8
Adobe Solution Architect (Specialist Leader),Deloitte,"Pittsburgh, Allegheny County",adzuna,Senior,Full-time,On-site,122521.94,122521.94,122521.94,"$122,522-$122,522",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550496455?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496455,Deloitte,"Pittsburgh, Allegheny County","Adobe Solution Architect (Specialist Leader) Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of stra…",2025-12-20,2025-12-21T23:43:32.058639,"$122,522 - $122,522",122521.94,122521.94,Full-time,IT Jobs,b3b7716de78a035638ca39233555ad95
Insights and Analytics Senior Consultant,Deloitte,"Pittsburgh, Allegheny County",adzuna,Senior,Full-time,On-site,121780.81,121780.81,121780.81,"$121,781-$121,781",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550496454?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496454,Deloitte,"Pittsburgh, Allegheny County","Insights and Analytics Senior Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategi…",2025-12-20,2025-12-21T23:43:32.058639,"$121,781 - $121,781",121780.81,121780.81,Full-time,"PR, Advertising & Marketing Jobs",ed58c28c56d79390e0732ab756bd0963
Insights and Analytics Senior Consultant,Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Senior,Full-time,On-site,121861.91,121861.91,121861.91,"$121,862-$121,862",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550496449?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496449,Deloitte,"William Penn Annex East, Philadelphia County","Insights and Analytics Senior Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategi…",2025-12-20,2025-12-21T23:43:32.058639,"$121,862 - $121,862",121861.91,121861.91,Full-time,"PR, Advertising & Marketing Jobs",6b51dcab7f322c317d7cb6a3cf29123b
Data Science Consultant,Deloitte,"Pittsburgh, Allegheny County",adzuna,Mid-level,Full-time,On-site,134575.83,134575.83,134575.83,"$134,576-$134,576",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550496445?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496445,Deloitte,"Pittsburgh, Allegheny County","Data Science Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scienti…",2025-12-20,2025-12-21T23:43:32.058639,"$134,576 - $134,576",134575.83,134575.83,Full-time,Engineering Jobs,9cb13024603bf8d8fe483efbc9c1d728
Data Science Consultant,Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Mid-level,Full-time,On-site,134665.7,134665.7,134665.7,"$134,666-$134,666",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550496446?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496446,Deloitte,"William Penn Annex East, Philadelphia County","Data Science Consultant Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of strategists, data scienti…",2025-12-20,2025-12-21T23:43:32.058639,"$134,666 - $134,666",134665.7,134665.7,Full-time,Engineering Jobs,12726a7ff43e3852d2e7cc1bd11ffd17
Adobe Solution Architect (Specialist Leader),Deloitte,"William Penn Annex East, Philadelphia County",adzuna,Senior,Full-time,On-site,122603.76,122603.76,122603.76,"$122,604-$122,604",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550496453?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550496453,Deloitte,"William Penn Annex East, Philadelphia County","Adobe Solution Architect (Specialist Leader) Our Deloitte Customer team empowers organizations to build deeper relationships with customers through innovative strategies, advanced analytics, Generative AI, transformative technologies, and creative design. We can enhance customer experiences and drive sustained growth and customer value creation and capture, through customer and commercial strategies, digital products and innovation, marketing, commerce, sales, and service. We are a team of stra…",2025-12-20,2025-12-21T23:43:32.058639,"$122,604 - $122,604",122603.76,122603.76,Full-time,IT Jobs,04d78dde3dfde1f66045bf2663dbf725
"Senior DevOps Engineer, ML Infrastructure",Serve Robotics,"Los Angeles, Los Angeles County",adzuna,Senior,Full-time,On-site,155000.0,195000.0,175000.0,"$155,000-$195,000",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550495875?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550495875,Serve Robotics,"Los Angeles, Los Angeles County","At Serve Robotics, we’re reimagining how things move in cities. Our personable sidewalk robot is our vision for the future. It’s designed to take deliveries away from congested streets, make deliveries available to more people, and benefit local businesses. The Serve fleet has been delighting merchants, customers, and pedestrians along the way in Los Angeles, Miami, Dallas, Atlanta and Chicago while doing commercial deliveries. We’re looking for talented individuals who will grow robotic delive…",2025-12-20,2025-12-21T23:43:32.058639,"$155,000 - $195,000",155000.0,195000.0,Full-time,Engineering Jobs,d3ff77a7d2783f27296811e7e979e9e2
Senior Platform Engineer,Campus,"New York City, New York",adzuna,Senior,Full-time,On-site,132684.53,132684.53,132684.53,"$132,685-$132,685",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550494425?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550494425,Campus,"New York City, New York","About Campus Campus is on a mission to accelerate the talent of tomorrow and reimagine what college can (and should) be. The problem is clear: college costs have skyrocketed, but outcomes haven’t. Traditional college hasn’t kept up with the aspirations of today’s students—and they can’t afford to wait. At Campus, we’ve built a two-year, accredited college where students learn from top professors at universities like Princeton, Stanford, and Howard, in live, online classes. Our students graduate…",2025-12-20,2025-12-21T23:43:32.058639,"$132,685 - $132,685",132684.53,132684.53,Full-time,Engineering Jobs,285ac042a692adf61d6bedcd2e20e824
Remote Research Cyberinfrastructure Facilitator,Internet 2,Us,adzuna,Mid-level,Full-time,On-site,69600.0,87000.0,78300.0,"$69,600-$87,000",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550494338?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550494338,Internet 2,US,"An advanced non-profit technology community founded in 1996 by the nation’s leading higher education institutions, Internet2 provides a collaborative environment for U.S. research and education organizations to solve shared technology challenges and develop innovative solutions supporting their research, educational, and community service missions. Today, Internet2 stands at the intersection of infrastructure and innovation, operating a state-of-the-art national research and education network w…",2025-12-20,2025-12-21T23:43:32.058639,"$69,600 - $87,000",69600.0,87000.0,Full-time,IT Jobs,4ba240173467a6fce21b4b6a075381a3
"Principal Associate, TRM Controls Review",Capital One,"Mc Lean, Fairfax County",adzuna,Senior,Full-time,On-site,117300.0,133900.0,125600.0,"$117,300-$133,900",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550494329?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550494329,Capital One,"Mc Lean, Fairfax County","Principal Associate, TRM Controls Review Technology & Data Risk Management (TDRM) is a small organization that packs a big punch. The ~200 professionals in TDRM are trusted experts who oversee ~14,000 developers at Capital One. We raise the bar for excellence in cybersecurity, reliability, tech risk, and data management risk. We shape strategy and decisions, challenge activities to ensure they meet our standards, and perform independent tests of our security and technology risk. For years, the …",2025-12-20,2025-12-21T23:43:32.058639,"$117,300 - $133,900",117300.0,133900.0,Full-time,IT Jobs,a294c1a1f864d4024731425ae6551fd0
Analytics Product Owner,Lands' End,"Dodgeville, Iowa County",adzuna,Mid-level,Full-time,On-site,161515.33,161515.33,161515.33,"$161,515-$161,515",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550494134?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550494134,Lands' End,"Dodgeville, Iowa County","The Analytics Product Owner complements our current Product Owner capacity by bringing strong data literacy, technical acumen, and cross-functional expertise. This individual will serve as a strategic partner to business leaders, ensuring that analytics solutions align with business outcomes. This role requires the ability to translate business requirements into data requirements, connect the dots across multiple platforms, and drive collaboration across teams. Backlog Management & Prioritizati…",2025-12-20,2025-12-21T23:43:32.058639,"$161,515 - $161,515",161515.33,161515.33,Full-time,IT Jobs,070b1764546569fe0071c0c350dd571e
Wholesale Risk Analyst II,Bbva,"New York City, New York",adzuna,Mid-level,contract,On-site,85000.0,95000.0,90000.0,"$85,000-$95,000",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550493933?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550493933,BBVA,"New York City, New York","Excited to grow your career? BBVA is a global company with more than 160 years of history that operates in more than 25 countries where we serve more than 80 million customers. We are more than 121,000 professionals working in multidisciplinary teams with profiles as diverse as financiers, legal experts, data scientists, developers, engineers and designers. About the job: Overview : Top European Bank (the “Bank”) with significant New York operations is looking for a Corporate Credit Underwriter…",2025-12-20,2025-12-21T23:43:32.058639,"$85,000 - $95,000",85000.0,95000.0,contract,Accounting & Finance Jobs,f4a87858bccdf0c3a412564274b876c3
LMTS Software Engineer - Agentforce,Salesforce,"San Francisco, California",adzuna,Mid-level,Full-time,On-site,184000.0,253000.0,218500.0,"$184,000-$253,000",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550493825?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550493825,Salesforce,"San Francisco, California","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Job Category Software Engineering Job Details About Salesforce Salesforce is the 1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passionate abo…",2025-12-20,2025-12-21T23:43:32.058639,"$184,000 - $253,000",184000.0,253000.0,Full-time,IT Jobs,a177ed9f43f11e622d4d38e36fd5831e
Don't See Your Role? Apply Here!,Arena Inteliigence,Us,adzuna,Mid-level,permanent,On-site,121981.44,121981.44,121981.44,"$121,981-$121,981",False,True,2025-12-20,500,6,r,https://www.adzuna.com/details/5550493814?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550493814,Arena Inteliigence,US,"About LMArena LMArena is the open platform for evaluating how AI models perform in the real world. Created by researchers from UC Berkeley’s SkyLab, our mission is to measure and advance the frontier of AI for real-world use. Millions of people use LMArena each month to explore how frontier systems perform — and we use our community’s feedback to build transparent, rigorous, and human-centered model evaluations. Leading enterprises and AI labs rely on our evaluations to understand real-world re…",2025-12-20,2025-12-21T23:43:32.058639,"$121,981 - $121,981",121981.44,121981.44,permanent,IT Jobs,642a5dcf8561922c9d75072d8a72e2f9
"Associate Director, Program Management",Bluelabs,Us,adzuna,Junior,Full-time,On-site,125000.0,140000.0,132500.0,"$125,000-$140,000",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550493718?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550493718,BlueLabs,US,"About BlueLabs BlueLabs is a leading provider of analytics services and technology for a variety of industry clients: including government, business, and political campaigns. We help our clients optimize their engagements with individual customers, supporters, and stakeholders to achieve their goals. Simply put: we help our partners do the most good by getting the most from their data. Today, our team of data analysts, scientists, engineers, and strategists come together from diverse background…",2025-12-20,2025-12-21T23:43:32.058639,"$125,000 - $140,000",125000.0,140000.0,Full-time,Consultancy Jobs,ff6c8f1ff391e7a16d7c34512a0faea4
Data Engineers,The University Of Utah,"Salt Lake County, Utah",adzuna,Mid-level,Full-time,On-site,107626.38,107626.38,107626.38,"$107,626-$107,626",False,True,2025-12-20,500,2,"scala, r, sql",https://www.adzuna.com/details/5550493029?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550493029,The University of Utah,"Salt Lake County, Utah","Job Summary Data Engineers Design, build, implement, and maintain data processing pipelines for the extraction, transformation, and loading ( ETL ) of data from a variety of data sources. Develop robust and scalable solutions that transform data into a useful format for analysis, enhance data flow, and enable end users to consume and analyze data faster and easier. Write complex SQL queries to support analytics needs. Evaluate and recommend tools and technologies for data infrastructure and pro…",2025-12-20,2025-12-21T23:43:32.058639,"$107,626 - $107,626",107626.38,107626.38,Full-time,IT Jobs,dadde36ca2076e4c264b28a54369691f
IT Director – Data Programs,Bollinger Shipyards,"Metairie Terrace, Metairie",adzuna,Director,Full-time,On-site,193489.3,193489.3,193489.3,"$193,489-$193,489",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550492751?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550492751,Bollinger Shipyards,"Metairie Terrace, Metairie","Job Title: IT Director – Data Programs Location: Metairie, LA Job Overview: The Director - Data Programs leads the strategy, governance, and use of data as a strategic asset across the Bollinger Shipyards’ enterprise. This data leader ensures that design, manufacturing, supply chain, and operational data are accurate, secure, and optimally leveraged to drive digital transformation, efficiency, and innovation within the company’s IT and engineering ecosystems. Key Responsibilities: Data Strategy…",2025-12-20,2025-12-21T23:43:32.058639,"$193,489 - $193,489",193489.3,193489.3,Full-time,IT Jobs,f526c840015820c5369ae5ae68fa0a04
Opto-Mechanical Design Engineer,Kla,"Ann Arbor, Washtenaw County",adzuna,Mid-level,Full-time,On-site,74800.0,127200.0,101000.0,"$74,800-$127,200",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550492389?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550492389,KLA,"Ann Arbor, Washtenaw County","Company Overview KLA is a global leader in diversified electronics for the semiconductor manufacturing ecosystem. Virtually every electronic device in the world is produced using our technologies. No laptop, smartphone, wearable device, voice-controlled gadget, flexible screen, VR device or smart car would have made it into your hands without us. KLA invents systems and solutions for the manufacturing of wafers and reticles, integrated circuits, packaging, printed circuit boards and flat panel …",2025-12-20,2025-12-21T23:43:32.058639,"$74,800 - $127,200",74800.0,127200.0,Full-time,Engineering Jobs,7d9fe71f9fc06706acf4863faaf3cc16
Data Engineer - III,247hire Demo,"San Francisco, California",adzuna,Mid-level,Full-time,On-site,176800.0,249600.0,213200.0,"$176,800-$249,600",False,True,2025-12-20,500,4,"scala, r",https://www.adzuna.com/details/5550491379?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550491379,247Hire DEMO,"San Francisco, California","Application Deadline: Dec. 31, 2025 San Francisco On-site Hourly salary: $85 - $120 Job Description Responsibilities : Responsible for collecting, parsing, managing, analyzing, and visualizing large sets of data to turn information into actionable insights. They will work across multiple platforms to ensure that data pipelines are scalable, repeatable, and secure, capable of serving multiple users. Design, develop, and maintain robust and efficient data pipelines to ingest, transform, catalog, …",2025-12-20,2025-12-21T23:43:32.058639,"$176,800 - $249,600",176800.0,249600.0,Full-time,IT Jobs,0d7a885e57f0bbd62495956228a24e20
Product Manager,Hd Supply Management,Us,adzuna,Manager,Full-time,On-site,136387.12,136387.12,136387.12,"$136,387-$136,387",False,True,2025-12-20,500,2,r,https://www.adzuna.com/details/5550491306?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550491306,HD Supply Management,US,"Core Product Management Skills Stakeholder Management Partner with data consumers (engineering, analytics, business teams) to define requirements and prioritize features. Roadmap Development & Prioritization Define and maintain a data platform roadmap aligned to business needs and technical capabilities. Backlog Grooming & Agile Execution Translate data use cases into epics and user stories; work with engineering on iterative delivery. Cross-Functional Collaboration Coordinate across engineerin…",2025-12-20,2025-12-21T23:43:32.058639,"$136,387 - $136,387",136387.12,136387.12,Full-time,IT Jobs,5d5ed72628e936f6aaecab73b5a17a8f
Lead Software Engineer,Jpmorganchase,"Columbus, Franklin County",adzuna,Senior,Full-time,On-site,159470.2,159470.2,159470.2,"$159,470-$159,470",False,True,2025-12-20,500,3,"scala, r",https://www.adzuna.com/details/5550491103?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550491103,JPMorganChase,"Columbus, Franklin County","Description We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Lead Software Engineer at JPMorgan Chase within the Cybersecurity Technology and Controls team, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. As a core technical contributor, you are responsible for conducting critical technology solutions ac…",2025-12-20,2025-12-21T23:43:32.058639,"$159,470 - $159,470",159470.2,159470.2,Full-time,IT Jobs,902fc8ccf1df583764c9289db9c144ea
"Sr Staff Software Engineer, Offsite Brand Ads & Landing",Coupand,"Seattle, King County",adzuna,Senior,Full-time,On-site,97776.21,97776.21,97776.21,"$97,776-$97,776",False,True,2025-12-20,500,9,r,https://www.adzuna.com/details/5550491084?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550491084,Coupand,"Seattle, King County","Company Introduction We exist to wow our customers. We know we’re doing the right thing when we hear our customers say, ""How did we ever live without Coupang?"" Born out of an obsession to make shopping, eating, and living easier than ever, we’re collectively disrupting the multi-billion-dollar e-commerce industry from the ground up. We are one of the fastest-growing e-commerce companies that established an unparalleled reputation for being a dominant and reliable force in South Korean commerce.…",2025-12-20,2025-12-21T23:43:32.058639,"$97,776 - $97,776",97776.21,97776.21,Full-time,IT Jobs,511802656b9e7bb4892065f9bfa755ca
Fraud Prevention Specialst,Boats Group,"Miami, Miami-Dade County",adzuna,Mid-level,contract,On-site,84496.65,84496.65,84496.65,"$84,497-$84,497",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550490841?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550490841,Boats Group,"Miami, Miami-Dade County","Fraud Prevention Specialist - Miami/Hybrid About the Role Boats Group is seeking a Fraud Prevention Specialist to join our Security team and take ownership of our digital identity and fraud prevention infrastructure. Boats Group operates the world's leading marine marketplaces—connecting millions of buyers with boat dealers, manufacturers, and private sellers globally. In this role, you will be critical to maintaining trust and safety across our platforms by detecting and preventing fraud, prot…",2025-12-20,2025-12-21T23:43:32.058639,"$84,497 - $84,497",84496.65,84496.65,contract,IT Jobs,d715a2ac642e060ff35b629a85525725
"Business Analyst, OSI",Regenstrief Institute,"Uptown, Marion County",adzuna,Mid-level,Full-time,On-site,116584.36,116584.36,116584.36,"$116,584-$116,584",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550487232?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550487232,Regenstrief Institute,"Uptown, Marion County","Position Overview The Business Analyst (BA) within the Office of Strategic Innovation (OSI) is an analytic and client-facing role that supports the successful delivery of industry-facing research and data collaborations. This role works across clinical AI, real-world evidence (RWE), and health services research projects to ensure structured problem-solving, high-quality deliverables, and reliable project execution. OSI partners with investigators, data teams, and external stakeholders to transl…",2025-12-20,2025-12-21T23:43:32.058639,"$116,584 - $116,584",116584.36,116584.36,Full-time,Scientific & QA Jobs,0460b311e83364c107354f8e27d08199
Program Integrity Data Scientist II,Caresource Management Services,Us,adzuna,Mid-level,Full-time,On-site,81400.0,130200.0,105800.0,"$81,400-$130,200",False,True,2025-12-20,500,5,r,https://www.adzuna.com/details/5550479509?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550479509,CareSource Management Services,US,"Job Summary: The Program Integrity Data Scientist II is responsible for developing, implementing, managing, and deploying in-depth analyses that meet the information needs associated with payment accuracy, anomaly detection, and Fraud, Waste, and Abuse (FWA). Essential Functions: Build concepts as algorithms that identify claims for pre- or post-pay intervention based on probability of fraud, waste, and abuse. Algorithms are implemented into production workflows for action: medical record reque…",2025-12-20,2025-12-21T23:43:32.058639,"$81,400 - $130,200",81400.0,130200.0,Full-time,IT Jobs,afcf60306fd8a0ceea340cc4d4498b65
Tier 2 Support Specialist,Stem,"Broomfield, Colorado",adzuna,Mid-level,Full-time,On-site,45760.0,68640.0,57200.0,"$45,760-$68,640",False,True,2025-12-20,500,4,r,https://www.adzuna.com/details/5550477238?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550477238,Stem,"Broomfield, Colorado","About Stem - Driven by human and artificial intelligence – Stem is unlocking energy intelligence. Stem is a global leader reimagining technology to support the energy transition. Turning complexity into clarity, and potential into performance. We help asset owners, operators and stakeholders benefit from the full value of their energy portfolio by enabling the intelligent development, deployment, and operation of clean energy assets. Our integrated software suite, PowerTrack, is the industry st…",2025-12-20,2025-12-21T23:43:32.058639,"$45,760 - $68,640",45760.0,68640.0,Full-time,IT Jobs,870c85757eb16d4636a79c53eb9486af
"Data Scientist, Research, Ads Insight and Measurement",Google,"Mountain View, Santa Clara County",adzuna,Mid-level,Full-time,On-site,141000.0,202000.0,171500.0,"$141,000-$202,000",False,True,2025-12-20,500,7,"r, python, sql",https://www.adzuna.com/details/5550477173?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550477173,Google,"Mountain View, Santa Clara County","info_outline X Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Mountain View, CA, USA; New York, NY, USA . Minimum qualifications: Master's degree in Statistics, Data Science, Mathematics, Physics, Economics, Operations Research, Engineering, or a related quantitative field. 3 years of experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical anal…",2025-12-20,2025-12-21T23:43:32.058639,"$141,000 - $202,000",141000.0,202000.0,Full-time,IT Jobs,fe03cf319bda480c1dd9b7ebf9fed9cb
AI Solutions Leader,Deloitte,"Tarrytown, Travis County",adzuna,Senior,Full-time,On-site,166421.3,166421.3,166421.3,"$166,421-$166,421",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550475153?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475153,Deloitte,"Tarrytown, Travis County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:32.058639,"$166,421 - $166,421",166421.3,166421.3,Full-time,IT Jobs,94c785ce68853c757187c64cdbea8633
AI Solutions Leader,Deloitte,"Fort Worth, Tarrant County",adzuna,Senior,Full-time,On-site,139284.86,139284.86,139284.86,"$139,285-$139,285",False,True,2025-12-20,500,3,r,https://www.adzuna.com/details/5550475165?utm_medium=api&utm_source=41102b43,2025-12-21 23:43:32,5550475165,Deloitte,"Fort Worth, Tarrant County","The Human Capital Offering Portfolio focuses on helping organizations manage and sustain their performance through their most important asset: their people. To stay in front, organizations need to have real-time access to Human Capital insights, experts and innovative technology solutions that are designed to not only drive but sustain and extend organizational performance and engagement. Supporting the products and capabilities of the Human Capital Offering Portfolio, our Engineering team is f…",2025-12-20,2025-12-21T23:43:32.058639,"$139,285 - $139,285",139284.86,139284.86,Full-time,IT Jobs,de36b23096a94f619878ddfeb70a6603
